ID,NL,MR,ALIGNMENT,MONOTONIC
2129,show me flights from denver to dc on wednesday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(washington)),_day_2(day(wednesday)))))","('show', 'answer'), ('me', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('dc', 'washington'), ('on', '_day_2'), ('wednesday', 'day'), ('ε', 'wednesday')",0
2130,i want the flights from toronto to san diego that stop in st. louis,"answer(_flight(intersection(_from_2(city_name(toronto)),_to_2(city_name(san_diego)),_stop_2(city_name(st_louis)))))","('i', 'answer'), ('want', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('toronto', 'toronto'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('diego', 'san_diego'), ('that', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('st.', 'ε'), ('louis', 'st_louis')",1
2131,what are the costs of car rental in dallas,answer(_ground_fare(_rental_car(_to_city_2(city_name(dallas))))),"('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('costs', '_ground_fare'), ('of', 'ε'), ('car', '_to_city_2'), ('ε', 'city_name'), ('rental', '_rental_car'), ('in', 'ε'), ('dallas', 'dallas')",0
2132,what flights return from denver to philadelphia on a saturday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(philadelphia)),_day_2(day(saturday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('return', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('on', '_day_2'), ('a', 'ε'), ('saturday', 'day'), ('ε', 'saturday')",1
2133,is there a flight between san francisco and boston with a stopover at dallas fort worth,"answer(_flight(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(boston)),_stop_2(city_name(dallas)))))","('is', 'answer'), ('there', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('and', '_to_2'), ('ε', 'city_name'), ('boston', 'boston'), ('with', 'ε'), ('a', 'ε'), ('stopover', '_stop_2'), ('ε', 'city_name'), ('at', 'ε'), ('dallas', 'dallas'), ('fort', 'ε'), ('worth', 'ε')",0
2134,ground transportation washington,"answer(_ground_transport(intersection(_to_city_2(city_name(washington)),_from_airport_2(city_name(washington)))))","('ε', 'answer'), ('ground', '_ground_transport'), ('ε', 'intersection'), ('transportation', '_to_city_2'), ('ε', 'city_name'), ('ε', '_from_airport_2'), ('ε', 'city_name'), ('washington', 'washington'), ('ε', 'washington')",1
2135,show me the flights on delta to atlanta in the morning,"answer(_flight(intersection(_airline_2(airline_code(dl)),_during_day_2(day_period(morning)),_to_2(city_name(atlanta)))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('on', 'ε'), ('delta', '_airline_2'), ('ε', 'airline_code'), ('ε', 'dl'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('in', 'ε'), ('the', 'ε'), ('morning', '_during_day_2'), ('ε', 'day_period'), ('ε', 'morning')",0
2136,show ground transportation for pittsburgh,"answer(_ground_transport(intersection(_to_city_2(city_name(pittsburgh)),_from_airport_2(city_name(pittsburgh)))))","('show', 'answer'), ('ground', '_ground_transport'), ('ε', 'intersection'), ('transportation', '_to_city_2'), ('ε', 'city_name'), ('ε', '_from_airport_2'), ('ε', 'city_name'), ('for', 'ε'), ('pittsburgh', 'pittsburgh'), ('ε', 'pittsburgh')",1
2137,what's the cheapest one way flight from oakland to washington dc,"answer(argmin_fare(_flight(_oneway(intersection(_from_2(city_name(oakland)),_to_2(city_name(washington)))))))","(""what's"", 'answer'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('one', '_oneway'), ('ε', 'intersection'), ('way', 'ε'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('oakland', 'oakland'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', 'ε')",0
2138,i need a flight from boston to san francisco via dallas fort worth,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(dallas)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('via', '_stop_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('fort', 'ε'), ('worth', 'ε')",1
2139,are there any flights from boston to san francisco with a stopover in dallas,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(dallas)))))","('are', 'answer'), ('there', 'ε'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('with', 'ε'), ('a', 'ε'), ('stopover', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('dallas', 'dallas')",0
2140,what are all flights from denver to philadelphia on saturday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(philadelphia)),_day_2(day(saturday)))))","('what', 'answer'), ('are', 'ε'), ('all', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('on', '_day_2'), ('saturday', 'day'), ('ε', 'saturday')",1
2141,i want wednesday flights from atlanta to washington dc,"answer(_flight(intersection(_from_2(city_name(atlanta)),_to_2(city_name(washington)),_day_2(day(wednesday)))))","('i', 'answer'), ('want', 'ε'), ('wednesday', 'day'), ('ε', 'wednesday'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', '_day_2')",0
2142,show me the flights between atlanta and washington dc for wednesdays,"answer(_flight(intersection(_from_2(city_name(atlanta)),_to_2(city_name(washington)),_day_2(day(wednesday)))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('between', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('and', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', 'ε'), ('for', 'ε'), ('wednesdays', '_day_2'), ('ε', 'day'), ('ε', 'wednesday')",1
2143,can you list flights from washington to toronto with the lowest one way fares,"answer(argmin_fare(_flight(_oneway(intersection(_from_2(city_name(washington)),_to_2(city_name(toronto)))))))","('can', 'ε'), ('you', 'ε'), ('list', 'answer'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('washington', 'washington'), ('to', '_to_2'), ('ε', 'city_name'), ('toronto', 'toronto'), ('with', 'ε'), ('the', 'ε'), ('lowest', 'argmin_fare'), ('one', '_oneway'), ('ε', 'intersection'), ('way', 'ε'), ('fares', 'ε')",0
2144,are there any flights from boston to san francisco stopping in denver,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(denver)))))","('are', 'answer'), ('there', 'ε'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('stopping', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('denver', 'denver')",1
2145,fine can you give me information on ground transportation in washington dc to downtown,"answer(_ground_transport(intersection(_from_airport_2(city_name(washington)),_to_city_2(city_name(washington)))))","('fine', 'ε'), ('can', 'ε'), ('you', 'ε'), ('give', 'answer'), ('me', 'ε'), ('information', 'ε'), ('on', 'ε'), ('ground', '_ground_transport'), ('ε', 'intersection'), ('transportation', '_to_city_2'), ('ε', 'city_name'), ('in', 'ε'), ('washington', 'washington'), ('dc', 'washington'), ('to', 'ε'), ('downtown', '_from_airport_2'), ('ε', 'city_name')",0
2146,i would like a flight from philadelphia to dallas that makes a stop in atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('that', 'ε'), ('makes', 'ε'), ('a', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",1
2147,please list available flights for next saturday from philadelphia to dallas,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_day_2(day(saturday)))))","('please', 'ε'), ('list', 'answer'), ('available', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('for', 'ε'), ('next', '_day_2'), ('saturday', 'day'), ('ε', 'saturday'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas')",0
2148,are there any flights from philadelphia to dallas which stop in atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('are', 'ε'), ('there', 'ε'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('which', 'answer'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",1
2149,now show me the flights from denver to philadelphia on a saturday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(philadelphia)),_day_2(day(saturday)))))","('now', 'ε'), ('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('on', '_day_2'), ('a', 'ε'), ('saturday', 'day'), ('ε', 'saturday')",0
2150,show me the flights on twa to atlanta in the morning,"answer(_flight(intersection(_airline_2(airline_code(tw)),_during_day_2(day_period(morning)),_to_2(city_name(atlanta)))))","('show', 'answer'), ('me', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('on', 'ε'), ('twa', '_airline_2'), ('ε', 'airline_code'), ('ε', 'tw'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('in', 'ε'), ('the', 'ε'), ('morning', '_during_day_2'), ('ε', 'day_period'), ('ε', 'morning')",1
2151,hi i'd like to fly from columbus to phoenix and make a stop in cincinnati along the way,"answer(_flight(intersection(_from_2(city_name(columbus)),_to_2(city_name(phoenix)),_stop_2(city_name(cincinnati)))))","('hi', 'ε'), (""i'd"", 'answer'), ('like', 'ε'), ('to', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('columbus', 'columbus'), ('to', '_to_2'), ('ε', 'city_name'), ('phoenix', 'phoenix'), ('and', 'ε'), ('make', 'city_name'), ('a', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('cincinnati', 'cincinnati'), ('along', 'ε'), ('the', 'ε'), ('way', 'ε')",0
2152,i want wednesday flights from atlanta to washington dc,"answer(_flight(intersection(_from_2(city_name(atlanta)),_to_2(city_name(washington)),_day_2(day(wednesday)))))","('i', 'answer'), ('want', 'ε'), ('wednesday', 'day'), ('ε', 'wednesday'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', '_day_2')",1
2153,i'd like a flight from st. petersburg to miami on that next thursday,"answer(_flight(intersection(_from_2(city_name(st_petersburg)),_to_2(city_name(miami)),_day_2(day(thursday)))))","(""i'd"", 'answer'), ('like', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('st.', 'ε'), ('petersburg', 'st_petersburg'), ('to', '_to_2'), ('ε', 'city_name'), ('miami', 'miami'), ('on', 'ε'), ('that', 'ε'), ('next', '_day_2'), ('thursday', 'day'), ('ε', 'thursday')",0
2154,i need a flight from philadelphia to dallas that stops in atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('that', 'ε'), ('stops', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",1
2155,i need to fly from denver to san francisco tuesday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(san_francisco)),_day_2(day(tuesday)))))","('i', 'answer'), ('need', 'ε'), ('to', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('tuesday', '_day_2'), ('ε', 'day'), ('ε', 'tuesday')",0
2156,i need a flight from ontario to los angeles on a thursday,"answer(_flight(intersection(_from_2(city_name(ontario)),_to_2(city_name(los_angeles)),_day_2(day(thursday)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('ontario', 'ontario'), ('to', '_to_2'), ('ε', 'city_name'), ('los', 'ε'), ('angeles', 'los_angeles'), ('on', '_day_2'), ('a', 'ε'), ('thursday', 'day'), ('ε', 'thursday')",1
2157,what is the cheapest flight from atlanta to pittsburgh one way,"answer(argmin_fare(_flight(_oneway(intersection(_from_2(city_name(atlanta)),_to_2(city_name(pittsburgh)))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('one', '_oneway'), ('ε', 'intersection'), ('way', 'ε')",0
2158,list flights from philadelphia to dallas that stop in atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('list', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('that', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",1
2159,i need a flight from denver to philadelphia on saturday,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(philadelphia)),_day_2(day(saturday)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('on', '_day_2'), ('saturday', 'day'), ('ε', 'saturday')",0
2160,what are the flights available in the morning between boston and denver,"answer(_flight(intersection(_during_day_2(day_period(morning)),_from_2(city_name(boston)),_to_2(city_name(denver)))))","('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('available', 'ε'), ('in', 'ε'), ('the', 'ε'), ('morning', '_during_day_2'), ('ε', 'day_period'), ('ε', 'morning'), ('between', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('and', '_to_2'), ('ε', 'city_name'), ('denver', 'denver')",1
2161,what is the cheapest flight from pittsburgh to atlanta one way,"answer(argmin_fare(_flight(_oneway(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta)))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('flight', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('pittsburgh', 'pittsburgh'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('one', '_oneway'), ('ε', 'intersection'), ('way', 'ε')",0
2162,what flights are available from atlanta to washington dc on wednesday,"answer(_flight(intersection(_from_2(city_name(atlanta)),_to_2(city_name(washington)),_day_2(day(wednesday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('are', 'ε'), ('available', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('washington', 'washington'), ('dc', 'ε'), ('on', '_day_2'), ('wednesday', 'day'), ('ε', 'wednesday')",1
2163,what is the cheapest fare that i can get between philadelphia and san francisco,"answer(_min(_fare(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(san_francisco))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('cheapest', '_min'), ('fare', '_fare'), ('ε', 'intersection'), ('that', 'ε'), ('i', 'ε'), ('can', 'ε'), ('get', 'ε'), ('between', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('and', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",0
2164,what flights go from philadelphia to dallas via atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('what', 'answer'), ('flights', '_flight'), ('go', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('via', '_stop_2'), ('ε', 'city_name'), ('atlanta', 'atlanta')",1
2165,where does continental fly to from chicago,"answer(_to_1(_flight(intersection(_airline_2(airline_code(co)),_from_2(city_name(chicago))))))","('where', 'answer'), ('ε', '_to_1'), ('does', 'ε'), ('continental', '_airline_2'), ('ε', 'airline_code'), ('ε', 'co'), ('fly', '_flight'), ('ε', 'intersection'), ('to', 'ε'), ('from', '_from_2'), ('ε', 'city_name'), ('chicago', 'chicago')",0
2166,could you find me a flight from boston to san francisco that stops in denver,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(denver)))))","('could', 'ε'), ('you', 'ε'), ('find', 'answer'), ('me', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('that', 'ε'), ('stops', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('denver', 'denver')",1
2167,what flights go from philadelphia to dallas with a stopover in atlanta,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_stop_2(city_name(atlanta)))))","('what', 'answer'), ('flights', '_flight'), ('go', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('dallas', 'dallas'), ('with', 'ε'), ('a', 'ε'), ('stopover', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('atlanta', 'atlanta')",0
2168,find me a flight from boston to san francisco with a layover in denver,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(denver)))))","('find', 'answer'), ('me', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('with', 'ε'), ('a', 'ε'), ('layover', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('denver', 'denver')",1
2169,on thursday i'd like a flight from st. petersburg to miami,"answer(_flight(intersection(_from_2(city_name(st_petersburg)),_to_2(city_name(miami)),_day_2(day(thursday)))))","('on', '_day_2'), ('thursday', 'day'), ('ε', 'thursday'), (""i'd"", 'answer'), ('like', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('st.', 'ε'), ('petersburg', 'st_petersburg'), ('to', '_to_2'), ('ε', 'city_name'), ('miami', 'miami')",0
2170,please list any flights from oakland california to philadelphia on tuesday,"answer(_flight(intersection(_from_2(city_name(oakland)),_to_2(city_name(philadelphia)),_day_2(day(tuesday)))))","('please', 'ε'), ('list', 'answer'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('oakland', 'oakland'), ('california', 'ε'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('on', '_day_2'), ('tuesday', 'day'), ('ε', 'tuesday')",1
2171,how much would car rental cost in atlanta,answer(_ground_fare(_rental_car(_to_city_2(city_name(atlanta))))),"('how', 'answer'), ('much', '_ground_fare'), ('would', 'ε'), ('car', '_to_city_2'), ('ε', 'city_name'), ('rental', '_rental_car'), ('cost', 'ε'), ('in', 'ε'), ('atlanta', 'atlanta')",0
2172,i need a flight from st. petersburg to miami for thursday,"answer(_flight(intersection(_from_2(city_name(st_petersburg)),_to_2(city_name(miami)),_day_2(day(thursday)))))","('i', 'answer'), ('need', 'ε'), ('a', 'ε'), ('flight', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('st.', 'ε'), ('petersburg', 'st_petersburg'), ('to', '_to_2'), ('ε', 'city_name'), ('miami', 'miami'), ('for', 'ε'), ('thursday', '_day_2'), ('ε', 'day'), ('ε', 'thursday')",1
2173,how many of delta's night flights are first class,"answer(count(_flight(intersection(_airline_2(airline_code(dl)),_class_type_2(class_description(first)),_during_day_2(day_period(late))))))","('how', 'answer'), ('many', 'count'), ('of', 'ε'), (""delta's"", '_airline_2'), ('ε', 'airline_code'), ('ε', 'dl'), ('night', '_during_day_2'), ('ε', 'day_period'), ('ε', 'late'), ('flights', '_flight'), ('ε', 'intersection'), ('are', 'ε'), ('first', 'first'), ('class', '_class_type_2'), ('ε', 'class_description')",0
2174,what are the cheapest round trip flights from denver to atlanta,"answer(argmin_fare(_flight(_round_trip(intersection(_from_2(city_name(denver)),_to_2(city_name(atlanta)))))))","('what', 'answer'), ('are', 'ε'), ('the', 'ε'), ('cheapest', 'argmin_fare'), ('round', '_round_trip'), ('ε', 'intersection'), ('trip', 'ε'), ('flights', '_flight'), ('from', '_from_2'), ('ε', 'city_name'), ('denver', 'denver'), ('to', '_to_2'), ('ε', 'city_name'), ('atlanta', 'atlanta')",1
2175,can i see ground transportation from long beach airport to downtown,"answer(_ground_transport(intersection(_to_city_2(city_name(long_beach)),_from_airport_2(city_name(long_beach)))))","('can', 'ε'), ('i', 'answer'), ('see', 'ε'), ('ground', '_ground_transport'), ('ε', 'intersection'), ('transportation', '_to_city_2'), ('ε', 'city_name'), ('from', 'ε'), ('long', 'long_beach'), ('beach', 'long_beach'), ('airport', 'ε'), ('to', 'ε'), ('downtown', '_from_airport_2'), ('ε', 'city_name')",0
2176,what flights are there on saturdays from philadelphia to denver,"answer(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(denver)),_day_2(day(saturday)))))","('what', 'answer'), ('flights', '_flight'), ('ε', 'intersection'), ('are', 'ε'), ('there', 'ε'), ('on', '_day_2'), ('saturdays', 'day'), ('ε', 'saturday'), ('from', '_from_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('to', '_to_2'), ('ε', 'city_name'), ('denver', 'denver')",1
2177,flights from cleveland to kansas city on monday,"answer(_flight(intersection(_from_2(city_name(cleveland)),_to_2(city_name(kansas_city)),_day_2(day(monday)))))","('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('cleveland', 'cleveland'), ('to', '_to_2'), ('ε', 'city_name'), ('kansas', 'kansas_city'), ('city', 'answer'), ('on', '_day_2'), ('monday', 'day'), ('ε', 'monday')",0
2178,are there any flights from boston to san francisco which stop in denver,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(denver)))))","('are', 'ε'), ('there', 'ε'), ('any', 'ε'), ('flights', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('which', 'answer'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('denver', 'denver')",1
2179,what price is a limousine service to new york's la guardia,answer(_ground_fare(_limousine(_from_airport_2(airport_code(lga))))),"('what', 'answer'), ('price', 'ε'), ('is', 'ε'), ('a', 'ε'), ('limousine', '_limousine'), ('service', '_ground_fare'), ('to', 'ε'), ('new', 'ε'), (""york's"", '_from_airport_2'), ('la', 'ε'), ('guardia', 'airport_code'), ('ε', 'lga')",0
2180,what flights go from boston to san francisco with a stop in dallas,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(dallas)))))","('what', 'answer'), ('flights', '_flight'), ('go', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco'), ('with', 'ε'), ('a', 'ε'), ('stop', '_stop_2'), ('ε', 'city_name'), ('in', 'ε'), ('dallas', 'dallas')",1
2181,does delta fly from atlanta to san francisco,"answer(_flight(intersection(_airline_2(airline_code(dl)),_from_2(city_name(atlanta)),_to_2(city_name(san_francisco)))))","('does', 'answer'), ('delta', '_airline_2'), ('ε', 'airline_code'), ('ε', 'dl'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('san', 'ε'), ('francisco', 'san_francisco')",0
2182,i would like to fly from atlanta to boston arriving in boston at 5pm,"answer(_flight(intersection(_arrival_time_2(time(1700)),_from_2(city_name(atlanta)),_to_2(city_name(boston)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('atlanta', 'atlanta'), ('to', '_to_2'), ('ε', 'city_name'), ('boston', 'boston'), ('arriving', 'ε'), ('in', 'ε'), ('boston', 'ε'), ('at', '_arrival_time_2'), ('ε', 'time'), ('5pm', '1700')",1
2183,i would like to fly from boston to philadelphia next thursday,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(philadelphia)),_day_2(day(thursday)))))","('i', 'answer'), ('would', 'ε'), ('like', 'ε'), ('to', 'ε'), ('fly', '_flight'), ('ε', 'intersection'), ('from', '_from_2'), ('ε', 'city_name'), ('boston', 'boston'), ('to', '_to_2'), ('ε', 'city_name'), ('philadelphia', 'philadelphia'), ('next', '_day_2'), ('thursday', 'day'), ('ε', 'thursday')",0
